District,School,Accountability,Needs,School_exp,Classroom_Salary,Other_Inst_Salary,Inst_Benefits,Prof_Dev,Admin_Salary,Admin_Benefits,Other_Salaries,Other_Benefits,Other_Exp
NYC GEOG DIST #21 - BROOKLYN,WILLIAM E GRADY CAREER AND TECH,Good,1,29809.18,7323.0,3732.24,5539.26,6.8,1302.52,652.63,1039.15,520.67,1973.13
NYC GEOG DIST #22 - BROOKLYN,BROOKLYN COLLEGE ACADEMY,Good,1,19030.85,4273.19,746.55,2515.15,9.0,1031.11,516.64,537.42,269.28,1412.75
NYC GEOG DIST #22 - BROOKLYN,JAMES MADISON HIGH SCHOOL,Good,1,19793.78,5449.67,1043.9,3253.62,0.0,423.32,212.11,592.74,296.99,801.67
NYC GEOG DIST #22 - BROOKLYN,LEON M GOLDSTEIN HIGH SCH-SCIENCES,Good,1,20363.09,5664.57,1678.28,3679.15,0.0,473.15,237.07,558.25,279.71,73.15
NYC GEOG DIST #22 - BROOKLYN,MIDWOOD HIGH SCHOOL,Good,1,18100.9,4722.24,590.13,2661.78,0.0,537.05,269.09,501.22,251.14,848.5
NYC GEOG DIST #22 - BROOKLYN,ORIGINS HIGH SCHOOL,Good,1,24727.69,7173.93,1226.01,4208.81,0.0,1070.19,536.22,1180.7,591.59,1020.47
NYC GEOG DIST #22 - BROOKLYN,PROFESSIONAL PATHWAYS HIGH SCHOOL,Good,1,29678.45,9014.6,1092.37,5064.13,0.0,1979.59,991.88,1322.07,662.43,1831.63
NYC GEOG DIST #23 - BROOKLYN,BROOKLYN COLLEGIATE,Good,1,26302.24,6370.78,2371.43,4380.31,0.0,1283.0,642.85,710.12,355.81,2468.18
NYC GEOG DIST #23 - BROOKLYN,BROOKLYN DEMOCRACY ACADEMY,Good,1,35504.86,11904.52,3103.21,7519.67,52.71,1412.14,707.56,1089.47,545.88,1449.93
NYC GEOG DIST #23 - BROOKLYN,EAGLE ACADEMY FOR YOUNG MEN II,Good,1,23693.42,6093.21,2300.45,4205.67,185.59,1229.95,616.27,227.99,114.23,1000.29
NYC GEOG DIST #23 - BROOKLYN,FREDERICK DOUGLASS ACADEMY VII,Target,1,32936.84,10514.13,2412.24,6476.8,80.0,2382.95,1193.99,719.06,360.29,1077.62
NYC GEOG DIST #23 - BROOKLYN,METROPOLITAN DIPLOMA PLUS HS,Good,1,28058.08,8512.94,1299.88,4916.74,0.0,1726.58,865.11,742.32,371.94,1902.79
NYC GEOG DIST #23 - BROOKLYN,TEACHERS PREPARATORY HIGH SCHOOL,Good,1,38328.69,12040.45,4492.86,8284.06,22.58,2226.27,1115.48,1171.61,587.04,668.57
NYC GEOG DIST #24 - QUEENS,ACADEMY-FINANCE & ENTERPRISE,Good,1,19493.96,5155.75,823.77,2996.06,4.05,881.54,441.7,459.36,230.16,781.8
NYC GEOG DIST #24 - QUEENS,AVIATION CAREER AND TECH ED HS,Good,1,22624.61,7287.89,1218.1,4261.95,0.0,667.09,334.25,473.94,237.47,424.15
NYC GEOG DIST #24 - QUEENS,BARD HS EARLY COLLEGE QUEENS,Good,1,20284.17,6257.37,702.35,3487.19,4.59,675.94,338.68,488.74,244.88,364.65
NYC GEOG DIST #24 - QUEENS,CIVIC LEADERSHIP ACADEMY,Good,1,20538.31,5548.03,1197.27,3379.75,0.0,721.26,361.39,404.21,202.53,1004.11
NYC GEOG DIST #24 - QUEENS,GROVER CLEVELAND HIGH SCHOOL,Good,1,23023.53,6572.44,1803.4,4196.74,0.0,860.09,430.95,748.0,374.79,317.37
NYC GEOG DIST #24 - QUEENS,HIGH SCHOOL FOR ARTS & BUSINESS,Good,1,22210.11,6268.12,1485.51,3884.98,0.0,1036.01,519.1,554.69,277.93,464.01
NYC GEOG DIST #24 - QUEENS,HS-APPLIED COMMUNICATIONS,Good,1,22406.4,6355.13,1418.54,3895.02,0.0,1219.0,610.78,528.24,264.68,395.25
NYC GEOG DIST #24 - QUEENS,INTERNATIONAL HS FOR HEALTH SCIENCES,CSI,1,25310.15,7649.65,897.03,4282.34,217.02,1285.95,644.33,786.29,393.97,1433.79
NYC GEOG DIST #24 - QUEENS,INTNTL HIGH SCHOOL AT LAGUARDIA,Good,1,22069.33,5608.42,1550.9,3587.19,0.0,919.67,460.8,341.59,171.15,1709.84
NYC GEOG DIST #24 - QUEENS,MASPETH HIGH SCHOOL,Good,1,18349.29,4651.1,999.0,2831.0,0.0,375.36,188.08,332.09,166.39,1086.51
NYC GEOG DIST #24 - QUEENS,MIDDLE COLLEGE HS AT LAGUARDIA,Good,1,20548.21,4440.41,1207.77,2830.04,0.0,925.47,463.71,1439.83,721.43,799.77
NYC GEOG DIST #24 - QUEENS,NEWTOWN HIGH SCHOOL,Good,1,22927.67,6478.8,1445.11,3970.3,4.29,1037.54,519.86,800.72,401.2,550.09
NYC GEOG DIST #24 - QUEENS,PAN AMERICAN INTERNATIONAL HS,Good,1,29472.27,7440.29,2059.47,4759.88,104.7,1439.23,721.13,1278.23,640.46,3309.11
NYC GEOG DIST #24 - QUEENS,QUEENS TECHNICAL HIGH SCHOOL,Good,1,22349.73,6450.18,1132.24,3799.19,0.0,765.47,383.54,493.17,247.1,1359.07
NYC GEOG DIST #24 - QUEENS,ROBERT F WAGNER JR SECONDARY,Good,1,20953.98,5953.76,1407.14,3688.2,0.0,722.61,362.06,401.01,200.93,498.51
NYC GEOG DIST #25 - QUEENS,EAST-WEST SCHOOL-INTERNATION STUDIES,Good,1,24623.14,7505.05,1555.2,4539.66,41.1,838.52,420.14,347.99,174.36,1481.36
NYC GEOG DIST #25 - QUEENS,FLUSHING HIGH SCHOOL,Target,1,22585.27,5840.39,1252.42,3553.87,2.12,951.68,476.84,572.18,286.69,1929.31
NYC GEOG DIST #25 - QUEENS,FLUSHING INTERNATIONAL HS,Target,1,25857.99,7420.12,1650.51,4544.86,11.06,721.26,361.39,722.81,362.17,2344.03
NYC GEOG DIST #25 - QUEENS,JOHN BOWNE HIGH SCHOOL,Good,1,20857.1,5831.94,1169.7,3508.19,3.35,573.16,287.18,676.45,338.94,748.41
NYC GEOG DIST #25 - QUEENS,NORTH QUEENS COMMUNITY HS,CSI,1,33565.98,11215.21,1271.03,6256.27,0.0,3167.49,1587.07,1130.95,566.67,651.53
NYC GEOG DIST #25 - QUEENS,QUEENS ACADEMY HIGH SCHOOL,Target,1,26367.59,6855.32,1881.61,4377.66,0.0,1430.7,716.86,913.95,457.94,2013.79
NYC GEOG DIST #25 - QUEENS,QUEENS HS FOR LANGUAGE STUDIES,Good,1,20262.33,5579.97,899.06,3246.33,11.24,936.34,469.16,619.47,310.39,470.61
NYC GEOG DIST #25 - QUEENS,QUEENS SCHOOL OF INQUIRY,Good,1,24128.44,6865.26,1198.31,4040.27,139.16,802.49,402.09,903.66,452.78,1604.65
NYC GEOG DIST #25 - QUEENS,ROBERT F KENNEDY COMMUNITY HS,Good,1,21111.02,6142.13,906.34,3531.65,9.13,809.77,405.74,832.41,417.08,337.0
NYC GEOG DIST #25 - QUEENS,TOWNSEND HARRIS HIGH SCHOOL,Good,1,19301.64,5431.2,775.66,3109.97,0.0,710.59,356.04,330.78,165.74,701.89
NYC GEOG DIST #25 - QUEENS,VERITAS ACADEMY,Good,1,22773.67,6620.68,1634.55,4136.31,1.31,778.72,390.18,497.37,249.21,745.59
NYC GEOG DIST #25 - QUEENS,WORLD JOURNALISM PREPARATORY,Good,1,22775.62,6255.59,2345.19,4309.44,2.08,754.01,377.8,497.34,249.2,265.21
NYC GEOG DIST #26 - QUEENS,BAYSIDE HIGH SCHOOL,Good,1,20031.83,5509.3,923.53,3223.19,0.0,566.18,283.69,726.88,364.21,715.08
NYC GEOG DIST #26 - QUEENS,BENJAMIN N CARDOZO HIGH SCHOOL,Good,1,18528.11,5556.84,722.13,3146.1,1.58,387.47,194.14,441.26,221.1,137.73
NYC GEOG DIST #26 - QUEENS,BUSINESS TECHNOLOGY EARLY COLLEGE HS,Good,1,21256.26,5106.23,1427.02,3273.51,51.95,879.3,440.58,675.92,338.67,1343.31
NYC GEOG DIST #26 - QUEENS,FRANCIS LEWIS HIGH SCHOOL,Good,1,19609.31,5548.18,1117.36,3339.79,0.0,334.48,167.59,535.28,268.21,578.67
NYC GEOG DIST #26 - QUEENS,MARTIN VAN BUREN HIGH SCHOOL,Good,1,23021.97,6326.12,1365.79,3854.05,19.86,1119.1,560.73,648.03,324.7,1083.82
NYC GEOG DIST #26 - QUEENS,QUEENS HIGH SCHOOL OF TEACHING,Good,1,21739.77,6187.18,1291.06,3746.99,109.6,778.9,390.27,680.48,340.95,494.58
NYC GEOG DIST #27 - QUEENS,ACADEMY OF MEDICAL TECHNOLOGY,Target,1,21278.26,6517.07,815.03,3673.77,4.85,800.6,401.14,306.66,153.65,885.71
NYC GEOG DIST #27 - QUEENS,AUGUST MARTIN HIGH SCHOOL,Good,1,27491.93,7396.8,1153.15,4283.98,6.77,1056.52,529.37,1390.54,696.73,3258.3
NYC GEOG DIST #27 - QUEENS,CHANNEL VIEW SCHOOL-RESEARCH,Good,1,23013.99,6368.87,1639.76,4012.75,152.52,681.23,341.33,589.29,295.27,1213.21
NYC GEOG DIST #27 - QUEENS,EPIC HIGH SCHOOL - NORTH,Good,1,22130.58,6003.7,1388.88,3704.07,0.0,722.44,361.98,771.24,386.43,1072.08
NYC GEOG DIST #27 - QUEENS,EPIC HIGH SCHOOL-SOUTH,Good,1,21763.92,5425.05,1094.6,3266.69,0.76,1182.7,592.6,556.09,278.63,1647.05
NYC GEOG DIST #27 - QUEENS,FREDERICK DOUGLASS ACAD VI HS,CSI,1,32477.45,10326.83,2036.92,6194.89,274.6,1550.69,776.98,1909.44,956.73,730.62
NYC GEOG DIST #27 - QUEENS,"HS FOR CON, TRADES, ENGINEER AND ARC",Good,1,21405.67,5972.16,1291.37,3639.42,48.93,541.56,271.35,414.81,207.84,1298.47
NYC GEOG DIST #27 - QUEENS,JOHN ADAMS HIGH SCHOOL,Good,1,22341.36,6383.69,1331.49,3865.72,11.77,555.84,278.51,761.48,381.54,1051.54
NYC GEOG DIST #27 - QUEENS,"QUEENS HS-INFOR, RESEARCH, TECH",Good,1,23543.59,6488.55,1291.44,3898.18,14.11,1220.24,611.41,696.48,348.97,1254.45
NYC GEOG DIST #27 - QUEENS,RICHMOND HILL HIGH SCHOOL,Good,1,24106.29,7020.74,1510.85,4274.78,18.54,1045.61,523.9,786.51,394.08,811.51
NYC GEOG DIST #27 - QUEENS,ROBERT H GODDARD HS-COMM/TECH,Good,1,20481.81,5890.89,716.39,3310.6,4.98,774.42,388.02,703.79,352.63,620.32
NYC GEOG DIST #27 - QUEENS,ROCKAWAY COLLEGIATE HIGH SCHOOL,Good,1,28403.04,8640.89,1808.76,5235.83,2.65,1234.73,618.66,841.8,421.79,1878.16
NYC GEOG DIST #27 - QUEENS,ROCKAWAY PARK HS-ENVIRONMENT SUSTAIN,Good,1,30378.28,8302.17,3096.6,5711.39,39.19,2062.69,1033.52,1080.83,541.55,790.59
NYC GEOG DIST #27 - QUEENS,SCHOLARS' ACADEMY,Good,1,19150.41,5419.04,894.85,3163.59,13.76,458.16,229.56,530.84,265.98,454.87
NYC GEOG DIST #28 - QUEENS,FOREST HILLS HIGH SCHOOL,Good,1,19387.66,5725.23,722.79,3230.8,2.22,449.58,225.26,529.47,265.29,517.25
NYC GEOG DIST #28 - QUEENS,HIGH SCHOOL-COMMUNITY LEADERSHIP,Good,1,20442.78,4840.69,690.17,2771.25,0.0,890.16,446.02,869.98,435.91,1778.84
NYC GEOG DIST #28 - QUEENS,HILLCREST HIGH SCHOOL,Good,1,19946.45,5625.5,1054.68,3347.12,0.0,583.81,292.52,630.23,315.78,377.05
NYC GEOG DIST #28 - QUEENS,HILLSIDE ARTS & LETTERS ACADEMY,Good,1,22149.06,6084.58,1019.5,3559.52,22.43,1061.34,531.79,815.22,408.47,926.46
NYC GEOG DIST #28 - QUEENS,HS-LAW ENFORCEMENT & PUB SAFETY,Good,1,22949.93,6026.85,1677.51,3860.29,0.0,1301.25,651.99,937.26,469.62,305.4
NYC GEOG DIST #28 - QUEENS,JAMAICA GATEWAY TO THE SCIENCES,Good,1,20571.02,5103.2,1250.95,3183.76,0.0,933.01,467.49,854.22,428.01,630.62
NYC GEOG DIST #28 - QUEENS,METROPOLITAN EXPEDITIONARY LRNING,Target,1,22380.96,6863.34,1252.65,4066.54,44.75,570.11,285.66,472.14,236.57,869.45
NYC GEOG DIST #28 - QUEENS,QUEENS COLLEGIATE,Good,1,22269.67,6245.4,1513.82,3887.78,14.77,996.64,499.37,561.88,281.53,548.73
NYC GEOG DIST #28 - QUEENS,QUEENS GATEWAY-HEALTH SCIENCES,Good,1,19761.05,5686.24,1045.32,3372.87,0.0,879.39,440.62,308.53,154.59,153.73
NYC GEOG DIST #28 - QUEENS,QUEENS HS -SCIENCES-YORK COLLEGE,Good,1,18467.91,4808.77,677.4,2748.86,100.43,959.14,480.58,299.92,150.28,522.76
NYC GEOG DIST #28 - QUEENS,QUEENS METROPOLITAN HIGH SCHOOL,Good,1,21212.02,6325.94,1209.36,3775.58,0.0,728.02,364.78,505.52,253.29,329.77
NYC GEOG DIST #28 - QUEENS,QUEENS SATELLITE HS-OPPORTUNITY,Good,1,30547.45,8453.89,1597.2,5036.13,994.54,2121.66,1063.07,1340.42,671.62,1549.15
NYC GEOG DIST #28 - QUEENS,THOMAS A EDISON CAREER-TECH HS,Good,1,20008.61,5342.5,990.92,3173.38,41.19,671.72,336.57,495.62,248.33,988.6
NYC GEOG DIST #28 - QUEENS,YORK EARLY COLLEGE ACADEMY,Good,1,18712.32,4541.42,755.86,2654.22,18.71,840.27,421.02,528.72,264.92,967.43
NYC GEOG DIST #28 - QUEENS,YOUNG WOMEN'S LRDSHP-QUEENS,Good,1,19208.58,5680.16,562.31,3127.8,0.0,784.49,393.07,202.83,101.63,636.53
NYC GEOG DIST #29 - QUEENS,"BENJAMIN FRANKLIN HS-FIN, INFO, TECH",Good,1,22192.19,6558.14,1378.21,3976.53,0.0,734.83,368.19,371.28,186.03,899.21
NYC GEOG DIST #29 - QUEENS,CAMBRIA HEIGHTS ACADEMY,Good,1,22980.79,6843.3,1081.05,3970.52,33.8,1299.35,651.04,434.83,217.88,729.27
NYC GEOG DIST #29 - QUEENS,EAGLE ACADEMY FOR YOUNG MEN III,CSI,1,24805.61,6811.62,2302.97,4566.89,0.0,1127.96,565.17,860.1,430.95,420.19
NYC GEOG DIST #29 - QUEENS,EXCELSIOR PREPARATORY HS,Good,1,20962.23,6428.67,728.02,3585.88,0.0,833.51,417.63,445.8,223.37,579.58
NYC GEOG DIST #29 - QUEENS,GEORGE WASHINGTON CARVER HS,Good,1,23543.37,6830.82,1419.19,4133.69,0.0,1048.71,525.46,1047.37,524.79,293.59
NYC GEOG DIST #29 - QUEENS,"HEALTH, ARTS, ROBOTICS AND TECHNOLOG",Good,1,22368.02,6039.62,1137.89,3596.31,138.89,949.89,475.94,570.4,285.8,1453.52
NYC GEOG DIST #29 - QUEENS,INSTITUTE FOR HEALTH PROFESSIONS,Good,1,22571.89,6333.79,1145.62,3747.58,178.94,950.21,476.1,440.07,220.5,1359.33
NYC GEOG DIST #29 - QUEENS,MATH/SCIENCE RESEARCH/TECH MAGNET,Good,1,24719.48,5944.14,1563.33,3761.64,159.3,1312.31,657.54,1378.57,690.74,1532.16
NYC GEOG DIST #29 - QUEENS,PATHWAYS COLLEGE PREPARATORY,Good,1,22281.32,6390.54,1722.63,4065.13,0.0,758.54,380.07,557.89,279.53,407.23
NYC GEOG DIST #29 - QUEENS,PREP ACADEMY FOR WRITERS,Good,1,21816.85,6529.1,1278.07,3911.81,0.0,882.96,442.41,346.65,173.69,532.4
NYC GEOG DIST #29 - QUEENS,QUEENS PREPARATORY ACADEMY,Good,1,27183.65,8167.77,1686.12,4937.32,13.34,1802.03,902.91,955.4,478.7,520.3
NYC GEOG DIST #30 - QUEENS,ACAD FOR CAREERS-TELEVISION-FILM,Good,1,22144.97,6103.52,1569.49,3844.59,6.77,749.05,375.31,703.07,352.27,721.13
NYC GEOG DIST #30 - QUEENS,ACADEMY OF AMERICAN STUDIES,Good,1,18061.52,4726.02,869.08,2803.44,0.0,835.35,418.55,337.73,169.22,182.36
NYC GEOG DIST #30 - QUEENS,BACCALAUREATE SCHOOL-GLOBAL ED,Good,1,20098.84,6206.05,1003.0,3612.12,0.0,769.61,385.61,176.78,88.57,137.34
NYC GEOG DIST #30 - QUEENS,ENERGY TECH HIGH SCHOOL,Good,1,23177.64,6552.49,1735.18,4152.56,5.76,759.39,380.49,772.23,386.93,712.84
NYC GEOG DIST #30 - QUEENS,FRANK SINATRA SCHOOL OF THE ARTS,Good,1,21637.06,6151.56,1417.07,3792.28,37.9,726.83,364.18,752.84,377.21,297.41
NYC GEOG DIST #30 - QUEENS,INFORMATION TECHNOLOGY HIGH SCHOOL,Good,1,21353.77,6186.0,1223.59,3712.6,27.92,626.96,314.14,790.6,396.13,356.07
NYC GEOG DIST #30 - QUEENS,LONG ISLAND CITY HIGH SCHOOL,Good,1,23373.66,6822.7,1261.45,4050.58,6.83,871.25,436.54,840.29,421.03,943.23
NYC GEOG DIST #30 - QUEENS,NEWCOMERS HIGH SCHOOL,Good,1,25039.38,8229.5,1545.46,4897.77,0.0,914.62,458.27,554.48,277.82,441.7
NYC GEOG DIST #30 - QUEENS,WILLIAM CULLEN BRYANT HIGH SCHOOL,Target,1,22364.88,5811.4,1401.31,3613.95,43.79,823.2,412.47,655.23,328.31,1555.46
NYC GEOG DIST #30 - QUEENS,YOUNG WOMENS LEADERSHIP SCHOOL,Good,1,19722.33,5671.98,1017.85,3351.96,56.25,519.47,260.28,204.19,102.31,818.28
NYC GEOG DIST #31 - STATEN ISLAND,CONCORD HIGH SCHOOL,Good,1,36446.16,13414.26,1553.16,7499.47,0.0,2302.23,1153.54,719.31,360.41,1724.02
NYC GEOG DIST #31 - STATEN ISLAND,CSI HS-INTERNATIONAL STUDIES,Good,1,20848.78,5443.95,1639.13,3549.0,15.78,655.12,328.25,857.02,429.41,211.36
NYC GEOG DIST #31 - STATEN ISLAND,CURTIS HIGH SCHOOL,Good,1,20862.18,5857.5,971.15,3421.52,23.92,760.38,380.99,621.23,311.27,794.47
NYC GEOG DIST #31 - STATEN ISLAND,EAGLE ACADEMY FOR YOUNG MEN,Good,1,28745.43,9144.16,3030.92,6100.36,0.0,825.0,413.37,583.43,292.33,636.1
NYC GEOG DIST #31 - STATEN ISLAND,GAYNOR MCCOWN EXPEDITIONARY LEARNING,Good,1,23714.28,6951.66,1921.36,4445.85,4.97,1012.64,507.39,641.27,321.31,188.08
NYC GEOG DIST #31 - STATEN ISLAND,MICHAEL J PETRIDES SCHOOL,Good,1,23625.46,6324.27,3298.32,4821.42,0.0,441.2,221.06,283.31,141.95,374.17
NYC GEOG DIST #31 - STATEN ISLAND,NEW DORP HIGH SCHOOL,Good,1,21761.1,5724.06,1777.62,3758.74,11.51,568.04,284.62,793.67,397.67,725.4
NYC GEOG DIST #31 - STATEN ISLAND,PORT RICHMOND HIGH SCHOOL,Good,1,24470.32,6534.41,1892.18,4222.17,17.63,903.69,452.79,824.59,413.16,1489.93
NYC GEOG DIST #31 - STATEN ISLAND,RALPH R MCKEE CAREER-TECH,Good,1,25468.45,6968.77,2656.63,4822.83,62.24,949.27,475.63,709.36,355.43,748.53
NYC GEOG DIST #31 - STATEN ISLAND,STATEN ISLAND TECHNICAL HS,Good,1,18481.53,4818.77,853.41,2842.06,5.98,708.14,354.82,502.35,251.7,424.54
NYC GEOG DIST #31 - STATEN ISLAND,SUSAN E WAGNER HIGH SCHOOL,Good,1,21441.49,5470.64,2390.24,3938.71,0.0,549.74,275.45,548.68,274.92,273.36
NYC GEOG DIST #31 - STATEN ISLAND,TOTTENVILLE HIGH SCHOOL,Good,1,20928.56,5654.83,1713.26,3691.8,19.7,444.03,222.48,573.35,287.28,602.06
NYC GEOG DIST #32 - BROOKLYN,ACADEMY FOR EXCELLENCE-LEADERSHIP,Good,1,31772.93,7690.25,3652.75,5683.44,4.97,1949.88,977.0,1830.2,917.03,1347.64
NYC GEOG DIST #32 - BROOKLYN,ACADEMY OF URBAN PLANNING-ENGINEERIN,Good,1,25184.2,6104.99,1653.85,3887.59,55.34,1178.59,590.54,1032.78,517.48,2443.28
NYC GEOG DIST #32 - BROOKLYN,ALL CITY LEADERSHIP SECONDARY,Good,1,20039.2,4441.87,1654.16,3054.43,44.08,921.73,461.84,212.16,106.3,1422.89
NYC GEOG DIST #32 - BROOKLYN,BROOKLYN SCHOOL FOR MATH AND RESEARC,Good,1,20618.62,5036.03,1078.77,3063.84,0.0,1199.95,601.24,600.5,300.88,1017.62
NYC GEOG DIST #32 - BROOKLYN,BROOKLYN SCHOOL FOR SOCIAL JUSTICE,Good,1,30127.33,8675.71,2564.31,5631.85,3.42,1630.11,816.77,1335.47,669.14,1080.78
NYC GEOG DIST #32 - BROOKLYN,BUSHWICK COMMUNITY HS,Good,1,36449.77,7242.7,1750.36,4506.0,0.0,4518.74,2264.12,3453.43,1730.35,3264.3
NYC GEOG DIST #32 - BROOKLYN,BUSHWICK LEADERS HS-ACAD EXCELL,CSI,1,27483.1,6705.58,2407.26,4566.02,65.25,1457.51,730.29,1100.81,551.57,2179.05
NYC GEOG DIST #32 - BROOKLYN,EBC HIGH SCHOOL-PUBLIC SERVICE,Good,1,24126.47,6938.53,1568.72,4262.58,3.24,950.93,476.46,875.3,438.57,892.37
